Item,Location,Sublocation,Serial,Quantity
SERVICING CHARGE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,-1
SET OF 6 ADAPTORS 1x15ml conical for nf 800,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",DCLWarehouse - Abuja,,1
SET OF 6 RUBBER BASE ADAPTOR FOR 50ML CONICAL TUBES,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",DCLWarehouse - Abuja,,1
"SHARP CONTAINER, CTNS ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",DCLWarehouse - Abuja,,990
"SHARP CONTAINER, CTNS ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,2
"SHARP CONTAINER, CTNS ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,17
"SHARP CONTAINER, CTNS ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Vitamed,,200
Sigma Refirgerated Centriguge 6-16 KS ,"DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,1
SILICA QUARTZ SQUARE CUVETTE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,7
SILICON GREASE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
SILICON GREASE TUBE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,2
SILICON GREASE TUBE,"DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,1
"SILICON GREASE,   PC   ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"SILICON GREASE,   PC   ","DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,1
SIMPLIFY HOOK BRACKET ASSEMBLY,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"SINGLE BOARD COMPUTER, ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
SINGLE LINE DISPLAY,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,2
"SINK ACCESSORIES, PCS","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",DCLWarehouse - Abuja,,8
SKYLA BASIC BIOCHEMISTRY PANEL,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,2
SKYLA ER PANEL,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,2
SKYLA GENERAL BIOCHEMISTRY PANEL,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,2
SKYLA HB1 CLINICAL CHEMISTRY ANALYZER,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
SKYLA LIPID PANEL,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,2
SKYLA LIVER PANEL,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,2
SKYLA METABOLIC PANEL,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,2
SKYLA RENAL PANEL,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,22
"SLAMED PRINTER PAPER, ROLLS ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,219
"SLAMED SAMPLE CUPS, 1000PC ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,53
"SLAMED SAMPLE CUPS, 1000PC ",DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,-2
"SLAMED SAMPLE CUPS, 1000PC ","DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,2
SLAMMED HI THERMAL PRINTER PAPER ,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,176
"SLEE  TISSUE PROCESSOR MTP, ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
SLEE CONNECTING BOARD,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
SLEE FLAT CABLE FOR HEATING -POTS MTP,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,2
SLEE FLAT CABLE FOR HEATING -POTS MTP,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"SLEE FLOATING WATER BATH,  UNIT ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,1
"SLEE MANUAL STAINING PLATFORM, 6 STAINING JARS/UNIT ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 10,,1
SLEE PARAFFIN EMBEDDING CENTER.MPS/P1,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
SLEE PRECISION MANUAL ROTARY MICROTOME(CUT-4062)  ,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 10,,2
SLEE SLIDETEC HEAT,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,1
SLEE SLIDETEC HEAT,"DCL Laboratory Products Ltd, Enugu",,,1
SLEE TISSUE FLOATING BATH AND SLIDE WARMER ,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
SLIDE BOX FOR 100 SLIDES,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 2,,3
SLIDE BOX FOR 50 SLIDE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 2,,1
SLIDE BOX FOR 50 SLIDE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 3,,1
SLIDE CABINET DOUBLE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",DCLWarehouse - Abuja,,2
"SLIDE CABINET, SINGLE","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",DCLWarehouse - Abuja,,3
SLIDE MAILER 10SLIDES,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 2,,1
SLIDE MAILER 2SLIDES,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 2,,1
SLIDE RACK ,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,34
"SLIDE STAINING RACK METAL, PC ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 5,,10
slide wallet rack,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
slide wallet-polystyrene-with cover,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
SMALL LATCH SINGLE SET C,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,10
SMPS,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,2
SMPS FOR AC-114,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
SMPS FOR SP-300,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
SOCKET 1/4-28 UNF (PP) FOR MICROLAB,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
SODIUM 2X40+2X10+2X2   ,DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,2
SODIUM CITRATE  DIHYDROGEN PHOSPHATE SALT,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,1
SODIUM CITRATE 2.7ML,"DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,100
"SODIUM ELECTRODE,  ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,15
"SODIUM ELECTRODE,  ","DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,2
"SODIUM ELECTRODE, PC ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,20
"SODIUM ELECTRODE, PC ",DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,2
"SODIUM ELECTRODE, PC ","DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,1
Sodium Hypochlorite 4.0% - 1L,"DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,830
"SODIUM TOUCH SAFEX PAP SMEAR KIT, 25 TEST ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 2,,16
"SODIUM TOUCH SAFEX PAP SMEAR KIT, 25 TEST ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 8,,14
SOEHNLE KITCHEN SCALE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
SOEHNLE KITCHEN SCALE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
Solar charger,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 5,,1
SP 2000 POWER SUPPLY,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
SPARE CARTRIGE PUMP SR 10/30,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
SPECTOPHOTOMETER POWER SUPPLY,DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,1
"SPERM ANALYZER, UNIT   ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",DCLWarehouse - Abuja,,3
"SPERM ANALYZER, UNIT   ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
"SPERM ANALYZER, UNIT   ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,1
SPIDER IC ,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"SPRING FOR  SAMPLE PROBE, PK. ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
SPRING FOR MICROPLATE DS4-32 06,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,6
SPRING WASHER GB93,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,3
"SPRING, ,.,.PC ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
SPYGO WRAPPER AND METER,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
STAINING BOX,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 2,,5
STAINING BOX,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 5,,1
staining jar for 20-30 slides,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",DCLWarehouse - Abuja,,2
staining jar for 20-30 slides,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
staining jar for 20-30 slides,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,2
staining rack,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
staining rack,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,1
"STAINLESS AUTOPSY TABLE, TABLE ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
STAINLESS STEEL AUTOCLAVE 18L WITH TAP,"DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,1
"STAINLESS STEEL DISTILLER, UNIT   ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",DCLWarehouse - Abuja,,3
"STAINLESS STEEL DISTILLER, UNIT   ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 8,,1
STAINLESS STEEL LID FORBM 30,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",DCLWarehouse - Abuja,,4
Stamp Duty (Stocked Product),"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,1
STANDARD 1,"DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,1
STANDARD 2,"DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,1
STARTER KIT PRO M,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,4
STATFAX MICROPLATE WASHER,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Techical,,1
STEPPER MOTOR,"DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,1
"STEPPER MOTOR DISPENSER, ..PC ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,2
"STEPPER MOTOR, PC   ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"STEREO MICROSCOPE, UNIT   ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
"STEREO MICROSCOPE, UNIT   ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 5,,4
STERICLAVE AUTOCLAVE,"DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",Lagos - Showroom,,1
STERIZAR ANTIMICROBIAL HAND SOAP,"DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,1656
stock card,DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,15
stool container,DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,2
STORAGE BANK,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,-8
STORAGE RACK FOR 100 SLIDE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 2,,2
"STRIP TRAY (20 TRAY), PCS  ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,3
"STRIP TRAY (20 TRAY), PCS  ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,75
"STRIP TRAY (9 TRAY), PCS ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,3
"STRIP TRAY (9 TRAY), PCS ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,29
STROMATOLYSER,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,4
"SUBMARINE ELECTROPHORESIS, UNT  ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
"SUBMARINE ELECTROPHORESIS, UNT  ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 5,,15
SUNSHINE DOUBLE BEAM BALANCE MB2000,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,4
SUNSHINE GOWN,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",DCLWarehouse - Abuja,,1574
SUNSHINE GOWN,DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,25
SUNSHINE INCUBATOR,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",DCLWarehouse - Abuja,,6
"SUPPORT CUPULE,PC  ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,3
SUPPORT WITH 10 NO PLACES FOR SEDI RATE SYSTEM,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 2,,9
SURVEYOR EQUIPMENT,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 10,,2
SWINGOUT ROTOR,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 3,,1
"Swing-out rotor for 4 buckets30,00","DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,1
"SWITCH VACUUM, UNIT  ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,3
SYPHILIS KIT,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,51
SYPHILIS KIT,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 8,,219
"SYPHILIS KIT, 192 TESTS ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,21
"SYPHILIS KIT, 192 TESTS ","DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,3
"SYRINGE KIT, 100 UL ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,4
SYRINGE LONG LIFE 1ML,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,3
SYRINGE MODULE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
SYRINGE MOTOR,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,2
SYRINGE MOTOR,"DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,1
SYRINGE MOTOR L,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"SYRINGE OPTICAL SENSOR,   UNIT","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,4
SYRINGE PISTON O1.6,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"SYRINGE PISTON,PC ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
SYRINGE UNIT,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"SYRINGE, 2.5ML ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"SYS DILUENT, 20L ",DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,-1
"SYSTEM BOARD,   UNIT   ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",STORE 1,,4
"SYSTEM CLEANING SOLUTION, SLNA-5900-EE ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,22
"SYSTEM CLEANING SOLUTION, SLNA-5900-EE ",DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,1
"SYSTEM CLEANING SOLUTION, SLNA-5900-EE ","DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,4
"SYSTEM CLEANING SOLUTION, SLNA-5900-EE ","DCL Laboratory Products Ltd, Enugu",,,3
"SYSTEM CLEANING SOLUTION, SLNA-5900-EE ","DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,1
"SYSTEM SOLUTION, 1 L ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,81
"SYSTEM SOLUTION, 1 L ",DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,2
"SYSTEM SOLUTION, 1 L ","DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,6
"SYSTEM SOLUTION, 1 L ","DCL Laboratory Products Ltd, Enugu",,,2
"SYSTEM SOLUTION, 1 L ","DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,2
"SYSTEMIC SOLUTION, PK ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,1
T3 ,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,1
"T3 CHECK-1,  PK  ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,5
T3 KIT,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,1
T3 MINI VIDAS ,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,15
T3 MINI VIDAS ,DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,1
T3 MINI VIDAS ,"DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,1
T4 ,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,2
"T4 CHECK-1, PK  ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,5
T4 MINI VIDAS ,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,25
T4 MINI VIDAS ,DCL Laboratory Products Ighodaro Ehanire house 2nd floor 34 Akpakpava Road Igbesama Junction. Benin,,,1
T4 MINI VIDAS ,"DCL Laboratory Products Ltd, Plot 5 Block 4 Etal Avenue off Kudirat Abiola Way by NNPC Lagos NG",,,1
"T5 MONITOR FIXED INSTALL ASSEMBLY, UNIT   ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 10,,2
"TABLE TOP WATER DISTILLER,  ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 2,,1
Tally counter - electronic,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
Tally counter - electronic,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,1
TDA REAGENT,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,6
"TDS/EC WATER CONDUCTIVITY METER, UNIT  . ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,50
TEACHING MICROSCOPE FOR HUND MICROSCOPE ,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Showroom,,1
"TEFLON, P/CS ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,12
"TEMPERATURE BOARD,   UNIT","DCL Laboratory Products Ltd, 19 East West Road, Runuokoro. Port-Harcourt, Nigeria",,,1
temperature recorder,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,2
"TEMPERATURE SENSOR, UNIT ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,2
Test Tube rack,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,3
Test Tube rack,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,1
"TEST TUBE STAND, PKS ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 1,,1
"TEST TUBE STAND, PKS ","DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 7,,17
test weight Grade F1 1mg-5kg,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Store 4,,4
TESTOSTERONE,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",Cold Room,,1
